SurveyID,SpeciesID,Sizeclass,Method,Abundance,Family,Class,CURRENT_TAXONOMIC_NAME,TempTrop_23cutoff
6001970,938,35,1,1,Scorpididae,Actinopterygii,Tilodon sexfasciatus,temperate
6001970,939,7.5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001970,939,12.5,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001970,939,15,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001970,939,30,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001970,942,7.5,1,50,Labridae,Actinopterygii,Coris auricularis,temperate
6001970,942,10,1,10,Labridae,Actinopterygii,Coris auricularis,temperate
6001970,944,15,1,2,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6001970,952,50,1,1,Cheilodactylidae,Actinopterygii,Cheilodactylus rubrolabiatus,temperate
6001970,954,7.5,1,1,Ostraciidae,Actinopterygii,Anoplocapros lenticularis,temperate
6001970,954,15,1,1,Ostraciidae,Actinopterygii,Anoplocapros lenticularis,temperate
6001970,957,12.5,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001970,957,15,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001970,957,20,1,2,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001970,962,7.5,1,1,Plesiopidae,Actinopterygii,Paraplesiops meleagris,temperate
6001970,974,12.5,1,3,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001970,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001970,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001970,974,35,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001970,976,35,1,1,Haemulidae,Actinopterygii,Plectorhinchus flavomaculatus,tropical
6001970,983,10,1,1,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001970,983,25,1,1,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001970,983,30,1,2,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001970,1009,7.5,1,1,Labridae,Actinopterygii,Thalassoma lunare,tropical
6001970,1009,10,1,1,Labridae,Actinopterygii,Thalassoma lunare,tropical
6001970,1011,35,1,1,Glaucosomatidae,Actinopterygii,Glaucosoma hebraicum,tropical
6001970,1012,10,1,28,Labridae,Actinopterygii,Anampses geographicus,tropical
6001970,1012,15,1,1,Labridae,Actinopterygii,Anampses geographicus,tropical
6001970,2007,25,1,1,Labridae,Actinopterygii,Bodianus frenchii,temperate
6001970,2007,35,1,1,Labridae,Actinopterygii,Bodianus frenchii,temperate
6001970,2011,15,1,1,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001970,2011,20,1,1,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001970,2271,25,1,2,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001970,2271,30,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001971,38,30,1,3,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001971,38,40,1,3,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001971,57,15,1,1,Labridae,Actinopterygii,Pictilabrus laticlavius,temperate
6001971,64,5,1,1,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6001971,64,7.5,1,15,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6001971,916,5,1,1,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001971,916,7.5,1,1,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001971,916,10,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001971,931,5,1,1,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6001971,931,7.5,1,1,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6001971,936,2.5,1,2,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001971,936,5,1,5,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001971,936,7.5,1,2,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001971,939,15,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,20,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,942,7.5,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,10,1,4,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,12.5,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,15,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,20,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,974,5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,974,7.5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,974,25,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,1012,12.5,1,1,Labridae,Actinopterygii,Anampses geographicus,tropical
6001971,1613,5,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,1613,7.5,1,4,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,1613,10,1,3,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,2011,20,1,2,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001971,2271,10,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001971,2271,20,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001971,38,25,1,2,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001971,38,30,1,1,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001971,64,5,1,11,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6001971,64,7.5,1,41,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6001971,916,10,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001971,935,5,1,1,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6001971,935,10,1,2,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6001971,939,2.5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,10,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,12.5,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,15,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,20,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,942,7.5,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,10,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,20,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,947,20,1,1,Monacanthidae,Actinopterygii,Meuschenia galii,temperate
6001971,954,10,1,1,Ostraciidae,Actinopterygii,Anoplocapros lenticularis,temperate
6001971,974,15,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,974,20,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,1613,2.5,1,9,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,1613,10,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,2011,15,1,1,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001971,2011,20,1,2,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001978,38,25,1,1,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001978,39,35,1,1,Kyphosidae,Actinopterygii,Girella zebra,temperate
6001978,942,12.5,1,2,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,15,1,6,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,20,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,25,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,974,7.5,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,974,20,1,3,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,974,25,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,974,30,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,980,5,1,1,Pomacentridae,Actinopterygii,Parma occidentalis,temperate
6001978,980,7.5,1,1,Pomacentridae,Actinopterygii,Parma occidentalis,temperate
6001978,980,20,1,1,Pomacentridae,Actinopterygii,Parma occidentalis,temperate
6001978,1613,5,1,2,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1613,7.5,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1731,12.5,1,2,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001978,1731,15,1,1,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001978,2270,15,1,1,Labridae,Actinopterygii,Heteroscarus acroptilus,temperate
6001978,34,7.5,1,2,Mullidae,Actinopterygii,Upeneichthys vlamingii,temperate
6001978,38,35,1,1,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001978,39,20,1,2,Kyphosidae,Actinopterygii,Girella zebra,temperate
6001978,39,25,1,5,Kyphosidae,Actinopterygii,Girella zebra,temperate
6001978,39,30,1,3,Kyphosidae,Actinopterygii,Girella zebra,temperate
6001978,126,12.5,1,1,Monacanthidae,Actinopterygii,Scobinichthys granulatus,temperate
6001978,916,10,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001978,916,12.5,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001978,932,7.5,1,10,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001978,932,10,1,10,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001978,936,7.5,1,1,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001978,939,10,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001978,939,12.5,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001978,939,15,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001978,939,20,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001978,942,12.5,1,10,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,15,1,10,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,20,1,10,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,25,1,5,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,30,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,947,30,1,1,Monacanthidae,Actinopterygii,Meuschenia galii,temperate
6001978,957,7.5,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001978,957,12.5,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001978,957,20,1,1,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001978,961,20,1,1,Labridae,Actinopterygii,Pictilabrus viridis,temperate
6001978,962,20,1,1,Plesiopidae,Actinopterygii,Paraplesiops meleagris,temperate
6001978,974,12.5,1,3,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,974,15,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,979,20,1,1,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6001978,979,25,1,2,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6001978,980,10,1,2,Pomacentridae,Actinopterygii,Parma occidentalis,temperate
6001978,983,25,1,100,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001978,983,30,1,100,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001978,1613,5,1,10,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1613,7.5,1,5,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1613,10,1,3,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1613,12.5,1,2,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1731,7.5,1,2,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001978,1731,10,1,1,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001978,1731,30,1,1,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001978,1731,40,1,1,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001979,38,40,1,1,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001979,38,50,1,1,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001979,126,5,1,1,Monacanthidae,Actinopterygii,Scobinichthys granulatus,temperate
6001979,916,7.5,1,1,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001979,932,2.5,1,50,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001979,932,5,1,100,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001979,935,5,1,20,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6001979,935,7.5,1,5,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6001979,935,10,1,1,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6001979,936,5,1,1,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001979,939,5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,939,7.5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,939,10,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,939,12.5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,939,15,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,942,15,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001979,974,7.5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001979,974,10,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001979,974,15,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001979,1010,10,1,1,Labridae,Actinopterygii,Thalassoma lutescens,tropical
6001979,1010,12.5,1,1,Labridae,Actinopterygii,Thalassoma lutescens,tropical
6001979,1022,5,1,1,Pomacentridae,Actinopterygii,Pomacentrus milleri,tropical
6001979,1613,7.5,1,1,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001979,43,10,1,1,Enoplosidae,Actinopterygii,Enoplosus armatus,temperate
6001979,107,162.5,1,1,Dasyatididae,Chondrichthyes,Dasyatis brevicaudata,temperate
6001979,916,7.5,1,1,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001979,932,5,1,120,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001979,939,7.5,1,1,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,939,10,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,939,12.5,1,3,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,939,15,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001979,944,10,1,1,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6001979,974,7.5,1,1,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001979,974,10,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001979,974,15,1,2,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001979,2270,5,1,1,Labridae,Actinopterygii,Heteroscarus acroptilus,temperate
6001979,2271,15,1,1,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001980,89,20,1,1,Monacanthidae,Actinopterygii,Meuschenia flavolineata,temperate
6001980,916,10,1,2,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001980,939,15,1,4,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001980,939,20,1,2,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001980,942,10,1,7,Labridae,Actinopterygii,Coris auricularis,temperate
6001980,942,12.5,1,3,Labridae,Actinopterygii,Coris auricularis,temperate
6001980,942,15,1,5,Labridae,Actinopterygii,Coris auricularis,temperate
6001980,942,20,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001980,942,25,1,1,Labridae,Actinopterygii,Coris auricularis,temperate
6001980,944,10,1,1,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
