SurveyID,SpeciesID,Sizeclass,Method,Abundance,Biomass,Family,Class,CURRENT_TAXONOMIC_NAME,TempTrop_23cutoff
6001970,1613,10,1,2,45.4642553572617,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001970,1613,12.5,1,1,45.7156961377308,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001970,1731,35,1,1,562.587263401752,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001970,1895,25,1,1,226.639057859723,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6001970,1895,30,1,1,333.468186281524,Carangidae,Actinopterygii,Pseudocaranx georgianus,temperate
6001970,2011,25,1,2,422.107388147704,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001970,2011,30,1,4,1222.7291104711,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001970,2011,35,1,3,1263.23155637194,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001970,2011,40,1,2,1063.37967924471,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001970,2271,25,1,1,211.053694073852,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001970,2271,30,1,1,305.682277617776,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001970,2555,7.5,1,2,17.0865164594314,Labridae,Actinopterygii,Siphonognathus caninis,temperate
6001970,2555,10,1,31,616.850859685528,Labridae,Actinopterygii,Siphonognathus caninis,temperate
6001970,35,12.5,1,6,258.553464607811,Pempherididae,Actinopterygii,Pempheris multiradiata,temperate
6001970,38,35,1,50,44981.5903915108,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001970,38,50,1,10,22857.5616579015,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001970,57,12.5,1,1,38.338666994920104,Labridae,Actinopterygii,Pictilabrus laticlavius,temperate
6001970,91,35,1,1,889.517680514328,Monacanthidae,Actinopterygii,Meuschenia hippocrepis,temperate
6001970,916,5,1,1,2.5947249223106,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001970,916,7.5,1,1,8.5432582297157,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001970,916,10,1,2,39.7968296571308,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001970,931,5,1,150,294.647865601874,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6001970,931,7.5,1,50,326.675479005436,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6001970,932,2.5,1,15,3.77616004144253,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001970,932,5,1,50,98.2159552006245,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001970,938,35,1,1,584.573136713179,Scorpididae,Actinopterygii,Tilodon sexfasciatus,temperate
6001970,939,7.5,1,1,17.211357103208,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001970,939,12.5,1,3,254.938579433259,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001970,939,15,1,2,300.514116509179,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001970,939,30,1,1,773.242744007489,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001970,942,7.5,1,50,401.41178829854,Labridae,Actinopterygii,Coris auricularis,temperate
6001970,942,10,1,10,187.365504164738,Labridae,Actinopterygii,Coris auricularis,temperate
6001970,944,15,1,2,131.033000670495,Labridae,Actinopterygii,Pseudolabrus biserialis,temperate
6001970,952,50,1,1,1493.14897871018,Cheilodactylidae,Actinopterygii,Cheilodactylus rubrolabiatus,temperate
6001970,954,7.5,1,1,29.7783745551584,Ostraciidae,Actinopterygii,Anoplocapros lenticularis,temperate
6001970,954,15,1,1,179.046822042887,Ostraciidae,Actinopterygii,Anoplocapros lenticularis,temperate
6001970,957,12.5,1,1,87.2095627608915,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001970,957,15,1,1,149.958108427293,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001970,957,20,1,2,645.987247744346,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001970,962,7.5,1,1,6.53350958010872,Plesiopidae,Actinopterygii,Paraplesiops meleagris,temperate
6001970,974,12.5,1,3,87.9965419214405,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001970,974,20,1,1,121.494163464627,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001970,974,25,1,1,190.848538392206,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001970,974,35,1,2,814.858649268581,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001970,976,35,1,1,676.482983384376,Haemulidae,Actinopterygii,Plectorhinchus flavomaculatus,tropical
6001970,983,10,1,1,37.6880294706088,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001970,983,25,1,1,438.789796360209,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001970,983,30,1,2,1289.7737024593,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001970,1009,7.5,1,1,10.6340143498899,Labridae,Actinopterygii,Thalassoma lunare,tropical
6001970,1009,10,1,1,24.0172757351849,Labridae,Actinopterygii,Thalassoma lunare,tropical
6001970,1011,35,1,1,661.864308488861,Glaucosomatidae,Actinopterygii,Glaucosoma hebraicum,tropical
6001970,1012,10,1,28,557.155615199832,Labridae,Actinopterygii,Anampses geographicus,tropical
6001970,1012,15,1,1,65.5165003352476,Labridae,Actinopterygii,Anampses geographicus,tropical
6001970,2007,25,1,1,373.889636735902,Labridae,Actinopterygii,Bodianus frenchii,temperate
6001970,2007,35,1,1,783.692717407007,Labridae,Actinopterygii,Bodianus frenchii,temperate
6001970,2011,15,1,1,65.5165003352476,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001970,2011,20,1,1,139.882649701947,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001970,2271,25,1,2,422.107388147704,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001970,2271,30,1,1,305.682277617776,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001971,38,30,1,3,1934.66055368895,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001971,38,40,1,3,3439.38509740673,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001971,57,15,1,1,65.5165003352476,Labridae,Actinopterygii,Pictilabrus laticlavius,temperate
6001971,64,5,1,1,2.5947249223106,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6001971,64,7.5,1,15,128.148873445735,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6001971,916,5,1,1,2.5947249223106,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001971,916,7.5,1,1,8.5432582297157,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001971,916,10,1,2,39.7968296571308,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001971,931,5,1,1,1.96431910401249,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6001971,931,7.5,1,1,6.53350958010872,Plesiopidae,Actinopterygii,Trachinops noarlungae,temperate
6001971,936,2.5,1,2,0.676696860575517,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001971,936,5,1,5,12.973624611553,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001971,936,7.5,1,2,17.0865164594314,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001971,939,15,1,3,450.771174763769,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,20,1,1,336.672497058089,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,942,7.5,1,3,24.0847072979124,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,10,1,4,74.946201665895,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,12.5,1,1,36.1565125561437,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,15,1,1,61.8663487165546,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,20,1,1,132.328146213659,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,974,5,1,1,1.52472648051374,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,974,7.5,1,1,5.642069556235,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,974,20,1,1,121.494163464627,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,974,25,1,2,381.697076784411,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,1012,12.5,1,1,38.338666994920104,Labridae,Actinopterygii,Anampses geographicus,tropical
6001971,1613,5,1,1,2.59486740189686,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,1613,7.5,1,4,36.9417014074001,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,1613,10,1,3,68.1963830358925,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,2011,20,1,2,279.765299403893,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001971,2271,10,1,1,19.8984148285654,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001971,2271,20,1,1,139.882649701947,Labridae,Actinopterygii,Olisthops cyanomelas,temperate
6001971,38,25,1,2,877.579592720417,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001971,38,30,1,1,644.886851229651,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001971,64,5,1,11,28.5419741454166,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6001971,64,7.5,1,41,350.273587418343,Labridae,Actinopterygii,Siphonognathus beddomei,temperate
6001971,916,10,1,2,39.7968296571308,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001971,935,5,1,1,2.69297700508279,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6001971,935,10,1,2,43.871189278108,Pempherididae,Actinopterygii,Pempheris klunzingeri,temperate
6001971,939,2.5,1,1,0.555052512963794,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,10,1,1,42.303237556491,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,12.5,1,2,169.959052955506,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,15,1,3,450.771174763769,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,939,20,1,1,336.672497058089,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001971,942,7.5,1,2,16.0564715319416,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,10,1,1,18.7365504164738,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,942,20,1,1,132.328146213659,Labridae,Actinopterygii,Coris auricularis,temperate
6001971,947,20,1,1,302.44961626488,Monacanthidae,Actinopterygii,Meuschenia galii,temperate
6001971,954,10,1,1,62.6963760366826,Ostraciidae,Actinopterygii,Anoplocapros lenticularis,temperate
6001971,974,15,1,1,52.8277643497806,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,974,20,1,1,121.494163464627,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001971,1613,2.5,1,9,2.66583191672854,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,1613,10,1,1,22.7321276786308,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001971,2011,15,1,1,65.5165003352476,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001971,2011,20,1,2,279.765299403893,Labridae,Actinopterygii,Ophthalmolepis lineolatus,temperate
6001978,38,25,1,1,438.789796360209,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001978,39,35,1,1,607.736033681337,Kyphosidae,Actinopterygii,Girella zebra,temperate
6001978,942,12.5,1,2,72.3130251122873,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,15,1,6,371.198092299328,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,20,1,3,396.984438640976,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,25,1,3,599.553638737577,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,974,7.5,1,2,11.28413911247,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,974,20,1,3,364.482490393882,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,974,25,1,1,190.848538392206,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,974,30,1,1,286.636117224726,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,980,5,1,1,4.84567005812763,Pomacentridae,Actinopterygii,Parma occidentalis,temperate
6001978,980,7.5,1,1,17.211357103208,Pomacentridae,Actinopterygii,Parma occidentalis,temperate
6001978,980,20,1,1,336.672497058089,Pomacentridae,Actinopterygii,Parma occidentalis,temperate
6001978,1613,5,1,2,5.18973480379371,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1613,7.5,1,1,9.23542535185001,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1731,12.5,1,2,95.7423732166012,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001978,1731,15,1,1,83.0538785097856,Mullidae,Actinopterygii,Parupeneus spilurus,temperate
6001978,2270,15,1,1,65.5165003352476,Labridae,Actinopterygii,Heteroscarus acroptilus,temperate
6001978,34,7.5,1,2,13.2148291593864,Mullidae,Actinopterygii,Upeneichthys vlamingii,temperate
6001978,38,35,1,1,899.631807830217,Kyphosidae,Actinopterygii,Kyphosus sydneyanus,temperate
6001978,39,20,1,2,391.409252936082,Kyphosidae,Actinopterygii,Girella zebra,temperate
6001978,39,25,1,5,1493.63627008306,Kyphosidae,Actinopterygii,Girella zebra,temperate
6001978,39,30,1,3,1311.64625492428,Kyphosidae,Actinopterygii,Girella zebra,temperate
6001978,126,12.5,1,1,99.093477931345,Monacanthidae,Actinopterygii,Scobinichthys granulatus,temperate
6001978,916,10,1,2,39.7968296571308,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001978,916,12.5,1,2,76.6773339898403,Labridae,Actinopterygii,Austrolabrus maculatus,temperate
6001978,932,7.5,1,10,65.3350958010872,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001978,932,10,1,10,153.272749302533,Plesiopidae,Actinopterygii,Trachinops brauni,temperate
6001978,936,7.5,1,1,8.5432582297157,Labridae,Actinopterygii,Dotalabrus alleni,temperate
6001978,939,10,1,1,42.303237556491,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001978,939,12.5,1,2,169.959052955506,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001978,939,15,1,2,300.514116509179,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001978,939,20,1,1,336.672497058089,Pomacentridae,Actinopterygii,Parma mccullochi,temperate
6001978,942,12.5,1,10,361.565125561437,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,15,1,10,618.663487165546,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,20,1,10,1323.28146213659,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,25,1,5,999.256064562628,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,942,30,1,1,289.712519144911,Labridae,Actinopterygii,Coris auricularis,temperate
6001978,947,30,1,1,650.125727971698,Monacanthidae,Actinopterygii,Meuschenia galii,temperate
6001978,957,7.5,1,1,19.0988745672331,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001978,957,12.5,1,1,87.2095627608915,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001978,957,20,1,1,322.993623872173,Chaetodontidae,Actinopterygii,Chelmonops curiosus,temperate
6001978,961,20,1,1,139.882649701947,Labridae,Actinopterygii,Pictilabrus viridis,temperate
6001978,962,20,1,1,109.550580750202,Plesiopidae,Actinopterygii,Paraplesiops meleagris,temperate
6001978,974,12.5,1,3,87.9965419214405,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,974,15,1,1,52.8277643497806,Labridae,Actinopterygii,Notolabrus parilus,temperate
6001978,979,20,1,1,147.516894331686,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6001978,979,25,1,2,457.587657805433,Scorpididae,Actinopterygii,Scorpis georgiana,temperate
6001978,980,10,1,2,84.606475112982,Pomacentridae,Actinopterygii,Parma occidentalis,temperate
6001978,983,25,1,100,43878.9796360209,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001978,983,30,1,100,64488.6851229651,Kyphosidae,Actinopterygii,Kyphosus cornelii,temperate
6001978,1613,5,1,10,25.9486740189686,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1613,7.5,1,5,46.1771267592501,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1613,10,1,3,68.1963830358925,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
6001978,1613,12.5,1,2,91.4313922754617,Labridae,Actinopterygii,Halichoeres brownfieldi,temperate
